pkType,cybersourceTransactionId,sourceId,merchantNumber,cardTypeCode,cardTypeDescription,cardTypeIndicator,cardNumber,last4AccountNumber,expirationDate,transactionCode,transactionDate,transactionTime,authorizationAmount,authorizationResponseCode,currency,foreignCardIndicator,transactionId,fileSource,referenceNumber,moto,pkFilter,id,version,cvvResult,avsCode,authorizationNumber,terminalId,binNumber,pointOfSale,keyedEntry,merchantInformationBinNumber,agentNumber,officeName,merchantName
cybersource:authorization,7628613136503232238442,1f63993b-1ccc-4c26-9e5d-521457b274ec,9.601E+11,,,,xxxxxx,,/,ics_void - Voided Transactions,20251111,11:41:53,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628613136503232238442,,FALSE,20251111,53170b2b-c902-4912-88d8-8c7d8297396d,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628608031173232280282,9a70259f-ec07-4bbb-9737-958c86512cbd,9.601E+11,,,,xxxxxx,,/,ics_void - Voided Transactions,20251111,11:33:23,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628608031173232280282,,FALSE,20251111,446c910c-183a-4973-89b9-00b6ff85e862,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628613043156241304806,07e2c00c-af4e-4ac7-a843-803d9d4277b9,9.601E+11,,,,xxxxxx,,/,ics_payment_cancel,20251111,11:41:44,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628613043156241304806,,FALSE,20251111,9e4b9978-d3c0-4d77-a2f9-64dc242b982c,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628618869106459304805,78a9b269-9b18-4858-a041-18a9ece86b5d,9.601E+11,VI,Visa,credit card,401704xxxxxx4265,4265,30-Nov,ics_auth - Card Authorization,20251111,11:51:27,5.11,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,016153570198200,API https://apitest.cybersource.com/tss/v2/transactions/7628618869106459304805,1.11721E+11,FALSE,20251111,15588537-c062-439d-a6f2-36e168d62d9b,20251110.1,,Y,831000,70000501,401704,contact,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628605110313232238431,8c6660d5-8806-4b2f-8473-feea4a538aee,9.601E+11,,,,xxxxxx,,/,ics_auto_void_auth_reversal - Authorization Reversal after Void,20251111,11:28:31,0,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628605110313232238431,1.11657E+11,FALSE,20251111,9059108a-8148-4e32-85b1-032b5e73dcf6,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628605147146421004805,e0cf1688-0ef8-4d40-bc7a-0c7491f7cc75,9.601E+11,,,,xxxxxx,,/,ics_payment_cancel,20251111,11:28:34,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628605147146421004805,,FALSE,20251111,c49bc368-671e-4876-9d44-dd3dd925992e,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628618116956377204807,9aef880a-3d87-4a84-8aa7-d965897f754e,9.601E+11,,,,xxxxxx,,/,ics_payment_cancel,20251111,11:50:11,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,,API https://apitest.cybersource.com/tss/v2/transactions/7628618116956377204807,,FALSE,20251111,13b58b65-06d6-448d-ba9f-02a87cf2c4e4,20251110.1,,,,,,,,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628598563286060804807,7421beba-5c3b-462f-99d6-b9d51fb58ed1,9.601E+11,VI,Visa,credit card,401704xxxxxx4265,4265,30-Nov,ics_auth - Card Authorization,20251111,11:17:36,2.1,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,016153570198200,API https://apitest.cybersource.com/tss/v2/transactions/7628598563286060804807,1.11647E+11,FALSE,20251111,d495fdb2-e627-493b-b0a1-fb2bd6868c90,20251110.1,,Y,831000,70000504,401704,contactless,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
cybersource:authorization,7628601132616204604805,a424ac10-42cd-4d45-a8d5-60f8f2abf2c1,9.601E+11,VI,Visa,credit card,401704xxxxxx4265,4265,30-Nov,ics_auth - Card Authorization,20251111,11:21:53,1.05,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,016153570198200,API https://apitest.cybersource.com/tss/v2/transactions/7628601132616204604805,1.11652E+11,FALSE,20251111,5abb8074-6dc3-4f43-8b1f-57f2d5ab92f3,20251110.1,,Y,831000,70000501,401704,contactless,No,E002,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID
pkType,cybersourceTransactionId,sourceId,merchantNumber,cardNumber,merchantInformationBinNumber,expirationDate,transactionCode,transactionDate,transactionTime,authorizationAmount,authorizationResponseCode,currency,foreignCardIndicator,fileSource,referenceNumber,moto,agentNumber,officeName,merchantName,pkFilter,id,version,cardTypeCode,cardTypeDescription,cardTypeIndicator,binNumber,last4AccountNumber,authorizationNumber,avsCode,transactionId,cvvResult,terminalId,pointOfSale,keyedEntry
cybersource:authorization,7628598999263232280299,468be178-24f4-4c1f-99dc-3c657bd94d89,9.601E+11,xxxxxx,E002,/,ics_auto_void_auth_reversal - Authorization Reversal after Void,20251111,11:18:19,0,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,API https://apitest.cybersource.com/tss/v2/transactions/7628598999263232280299,1.11647E+11,FALSE,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID,20251111,584f6603-6255-4341-901d-a03de2cbed93,20251110.1,,,,,,,,,,,,
cybersource:authorization,7628642982716723803812,237f6fb4-44a5-40d2-8f45-c62f7936d50e,salequicktest001,xxxxxx,,/,ics_bill - Card Settlement,20251111,12:31:38,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,API https://apitest.cybersource.com/tss/v2/transactions/7628642982716723803812,,FALSE,,,,20251111,6f5c9699-973b-4da8-ae2f-ab9f0e5afaba,20251111.1,,,,,,,,,,,,
cybersource:authorization,7628641670326123503814,5f2e2648-f847-4a41-a40c-bdfedd261ebc,salequicktest001,xxxxxx,,/,ics_bill - Card Settlement,20251111,12:29:27,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,API https://apitest.cybersource.com/tss/v2/transactions/7628641670326123503814,,FALSE,,,,20251111,f66f426a-3e29-4656-99f4-a55a983d35fe,20251111.1,,,,,,,,,,,,
cybersource:authorization,7628625917706547603813,fb934777-18d9-4f0b-a7c6-bb81f4839051,paydalatest001,400000xxxxxx1000,,Jan-27,ics_auth - Card Authorization,20251111,12:03:11,2.1,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628625917706547603813,7628625917706547603813,FALSE,,,,20251111,6e95f8c9-7c12-443c-bdb4-85b86b27c64b,20251111.1,VI,Visa,credit card,400000,1000,831000,Y,016153570198200,,,,
cybersource:authorization,7628643408086446103813,642754c0-0553-488b-a7ce-6636a2e41aee,salequicktest001,555555xxxxxx4444,,Dec-31,ics_auth - Card Authorization,20251111,12:32:20,200,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628643408086446103813,7628643408086446103813,FALSE,,,,20251111,042af143-f2f6-476a-a6d6-2f08cd1277d0,20251111.1,MC,Mastercard,credit card,555555,4444,831000,Y,1111MCC876407  ,M - Card verification number matched.,,,
cybersource:authorization,7628642218556616504805,3b564526-a27b-4254-82da-5267c86e290b,salequicktest001,555555xxxxxx4444,,Dec-31,ics_auth - Card Authorization,20251111,12:30:21,100,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628642218556616504805,7628642218556616504805,FALSE,,,,20251111,376b62e7-e539-4863-bf91-69d449667275,20251111.1,MC,Mastercard,credit card,555555,4444,831000,Y,1111MCC062478  ,M - Card verification number matched.,,,
cybersource:authorization,7628642258606617904807,fce0d3fe-0340-47b1-b17c-1df120f7a42f,salequicktest001,555555xxxxxx4444,,Dec-31,ics_auth - Card Authorization,20251111,12:30:25,100,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628642258606617904807,7628642258606617904807,FALSE,,,,20251111,568dcf69-79eb-401a-bea4-c160f184c327,20251111.1,MC,Mastercard,credit card,555555,4444,831000,Y,1111MCC302622  ,M - Card verification number matched.,,,
cybersource:authorization,7628642761016062604806,5b0083f1-bd14-43c5-9d2c-29f4d220a01d,salequicktest001,555555xxxxxx4444,,Dec-31,ics_auth - Card Authorization,20251111,12:31:16,200,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628642761016062604806,7628642761016062604806,FALSE,,,,20251111,65ce3035-5ed4-47bd-8d4d-64d55d398b2d,20251111.1,MC,Mastercard,credit card,555555,4444,831000,Y,1111MCC460364  ,M - Card verification number matched.,,,
cybersource:authorization,7628637726966475503812,119f2e0d-fd45-4bf1-9a0a-2c240da2e333,salequicktest001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,12:22:52,200,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628637726966475503812,7628637726966475503812,FALSE,,,,20251111,5f49cfb3-00eb-4b86-bb04-ea6cbf3dc136,20251111.1,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628642024866601804807,355ab00d-43d5-4335-a60c-53591305af80,salequicktest001,555555xxxxxx4444,,Dec-31,ics_auth - Card Authorization,20251111,12:30:02,100,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628642024866601804807,7628642024866601804807,FALSE,,,,20251111,9bbb36cf-b183-439b-aa5e-cb3a6a94a7b5,20251111.1,MC,Mastercard,credit card,555555,4444,831000,Y,1111MCC807685  ,M - Card verification number matched.,,,
cybersource:authorization,7628642223936015904806,ffccfece-be71-4943-af9a-fcc2c26c2a5e,salequicktest001,555555xxxxxx4444,,Dec-31,ics_auth - Card Authorization,20251111,12:30:22,100,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628642223936015904806,7628642223936015904806,FALSE,,,,20251111,19083db9-021d-4674-8bc4-a975037bbcac,20251111.1,MC,Mastercard,credit card,555555,4444,831000,Y,1111MCC833720  ,M - Card verification number matched.,,,
cybersource:authorization,7628642254016618804805,fdb1e533-5653-4524-91c5-c1c77d5f53c2,salequicktest001,555555xxxxxx4444,,Dec-31,ics_auth - Card Authorization,20251111,12:30:25,100,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628642254016618804805,7628642254016618804805,FALSE,,,,20251111,6a5003c8-ab73-43c0-9159-648f0e1f7c66,20251111.1,MC,Mastercard,credit card,555555,4444,831000,Y,1111MCC848078  ,M - Card verification number matched.,,,
cybersource:authorization,7628642909546797903512,9c1c5ad1-6bab-436a-9562-5e381958063e,trident1003,411111xxxxxx1111,,Feb-29,ics_auth - Card Authorization,20251111,12:31:31,120,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628642909546797903512,7628642909546797903512,FALSE,,,,20251111,f3784286-4ef2-46ec-9b22-3d5c7ae94bec,20251111.1,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628636258416363704807,447fb7ad-7893-4cc3-9258-1b07c466aa4a,salequicktest001,555555xxxxxx4444,,Dec-31,ics_auth - Card Authorization,20251111,12:20:25,100,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628636258416363704807,7628636258416363704807,FALSE,,,,20251111,15d13d62-e5f3-4638-98a9-79a760339a93,20251111.1,MC,Mastercard,credit card,555555,4444,831000,Y,1111MCC721058  ,M - Card verification number matched.,,,
cybersource:authorization,7628643666176809603812,030bb5c7-2c0d-4eae-9d58-5d28ce4269cc,salequicktest001,xxxxxx4444,,Dec-31,ics_bill - Card Settlement,20251111,12:32:46,100,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628643666176809603812,7628643408086446103813,FALSE,,,,20251111,eaed0215-d1e9-44b1-90fc-03666e3b8cd9,20251111.1,MC,Mastercard,credit card,,4444,,Y,1111MCC876407  ,M - Card verification number matched.,,,
cybersource:authorization,7628642202796615304807,d31c47ef-e038-49d0-a671-aa341b955699,salequicktest001,555555xxxxxx4444,,Dec-31,ics_auth - Card Authorization,20251111,12:30:20,100,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628642202796615304807,7628642202796615304807,FALSE,,,,20251111,62ca271b-8004-4e9f-bba3-4f6d7ab2e6b6,20251111.1,MC,Mastercard,credit card,555555,4444,831000,Y,1111MCC152302  ,M - Card verification number matched.,,,
cybersource:authorization,7628650842316843103813,dc8f8ef2-7600-47d8-bd33-f07bbd8bf1be,salequicktest001,xxxxxx4444,,Dec-31,ics_credit - Card Credit,20251111,12:44:44,10,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628650842316843103813,7628643408086446103813,FALSE,,,,20251111,2e0afa1a-2287-47da-bbb3-f5ae875de8b2,20251111.1,MC,Mastercard,credit card,,4444,,Y,1111MCC876407  ,M - Card verification number matched.,,,
cybersource:authorization,7628644457576815504807,8fd62f15-a032-4f7e-9c23-e3893a4e2108,9.601E+11,401704xxxxxx4265,E002,30-Nov,ics_auth - Card Authorization,20251111,12:34:05,1.05,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628644457576815504807,1.11803E+11,FALSE,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID,20251111,2b425dc4-3758-478d-9aad-2faa464151a3,20251111.1,VI,Visa,credit card,401704,4265,831000,Y,016153570198200,,70000501,contactless,No
cybersource:authorization,7628645931826893304805,46ff2374-f8ce-4916-8a0b-5614ebb3ea5c,9.601E+11,xxxxxx,E002,/,ics_payment_cancel,20251111,12:36:33,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,API https://apitest.cybersource.com/tss/v2/transactions/7628645931826893304805,,FALSE,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID,20251111,4b10270b-32db-4812-911c-6c9a02ccdd70,20251111.1,,,,,,,,,,,,
cybersource:authorization,7628645021166847104805,4c96ca1b-61a0-439d-ace8-c3a255096a2c,9.601E+11,411111xxxxxx1111,E002,Nov-31,ics_auth - Card Authorization,20251111,12:35:02,0.02,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628645021166847104805,1.11804E+11,FALSE,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID,20251111,57238b3d-2dca-4d3c-a7d0-1781e55278c2,20251111.1,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,70000501,keyed,Yes
cybersource:authorization,7628646056783232280282,4c944e09-152d-493c-b5fb-e171b8e3f725,9.601E+11,xxxxxx,E002,/,ics_void - Voided Transactions,20251111,12:36:45,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,API https://apitest.cybersource.com/tss/v2/transactions/7628646056783232280282,,FALSE,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID,20251111,b4ae0ac7-72ca-47c1-a15a-e1fe7ee0f358,20251111.1,,,,,,,,,,,,
cybersource:authorization,7628645936393232238431,22dca219-2ad2-4d72-a32d-4942137666e0,9.601E+11,xxxxxx,E002,/,ics_auto_void_auth_reversal - Authorization Reversal after Void,20251111,12:36:33,0,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,API https://apitest.cybersource.com/tss/v2/transactions/7628645936393232238431,1.11804E+11,FALSE,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID,20251111,e3f2ab11-3e1d-441c-a9be-5a3e0de42a09,20251111.1,,,,,,,,,,,,
cybersource:authorization,7628646058563232260494,37846e86-4ea7-4105-8c6e-9d41f7db43cd,9.601E+11,xxxxxx,E002,/,ics_auto_void_auth_reversal - Authorization Reversal after Void,20251111,12:36:45,0,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,API https://apitest.cybersource.com/tss/v2/transactions/7628646058563232260494,1.11803E+11,FALSE,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID,20251111,21558e4c-7f5d-4a92-9bfc-9fa0e2af23b3,20251111.1,,,,,,,,,,,,
cybersource:authorization,7628646054826296504806,a6cd1deb-cf1c-4b77-bb6e-4dc46909e8e0,9.601E+11,xxxxxx,E002,/,ics_payment_cancel,20251111,12:36:45,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,API https://apitest.cybersource.com/tss/v2/transactions/7628646054826296504806,,FALSE,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID,20251111,ea3d5ece-b423-40ed-a090-d5e35d72432b,20251111.1,,,,,,,,,,,,
cybersource:authorization,7628645934083232241656,866db3f4-9579-4281-b856-f84cd315c717,9.601E+11,xxxxxx,E002,/,ics_void - Voided Transactions,20251111,12:36:33,0,Declined,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",TRUE,API https://apitest.cybersource.com/tss/v2/transactions/7628645934083232241656,,FALSE,E0021002000000,E002 WNB Retail,WOODFOREST TEST MID,20251111,90070aea-0a02-4e12-9942-6b874ff5607c,20251111.1,,,,,,,,,,,,
cybersource:authorization,7628680793176205603813,5ee54dfe-a0c6-4a10-9f2f-cedee1cef338,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,13:34:39,9.25,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628680793176205603813,7628680793176205603813,FALSE,,,,20251111,9a547152-8a5d-40a4-aa87-532bbda0806c,20251111.4,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628684743146154803814,c764603e-18b9-4ea6-947f-98d6d935f1e8,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,13:41:14,9.25,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628684743146154803814,7628684743146154803814,FALSE,,,,20251111,c9636cad-4979-4a48-be2a-8a4a48419c89,20251111.4,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628679945816475703812,65ab59ac-65a3-43ca-b3dd-f13e14f52ae2,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,13:33:14,9.24,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628679945816475703812,7628679945816475703812,FALSE,,,,20251111,cbf1daa6-d329-4c52-8063-270b46691d9a,20251111.4,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628684966446309803813,ee30ea74-f775-4e8b-8b83-a4565123243c,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,13:41:36,0.01,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628684966446309803813,7628684966446309803813,FALSE,,,,20251111,4dd75a93-1acd-4c9e-8689-02c3b4a70ef5,20251111.4,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628682324566250803813,3d64f441-ca1d-4c3f-a429-b478288599f5,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,13:37:12,9.25,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628682324566250803813,7628682324566250803813,FALSE,,,,20251111,6f0a2f71-e9aa-4dc2-a45b-ac235b627029,20251111.4,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628685276766318203813,07825676-a646-4ab0-8ab3-e002319eb954,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,13:42:07,9.25,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628685276766318203813,7628685276766318203813,FALSE,,,,20251111,2dbb528d-0b53-4748-90b8-0c4f97f1f4b6,20251111.4,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628709994126478403812,078df10a-c2df-4ace-a4b0-c2e3980e0a29,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,14:23:19,0.01,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628709994126478403812,7628709994126478403812,FALSE,,,,20251111,d808015c-8a7a-4eca-96a1-8b71eef1f69a,20251111.4,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628710310326486703812,a0f37780-2aea-4ab8-bf2f-d268a85f4930,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,14:23:51,9.25,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628710310326486703812,7628710310326486703812,FALSE,,,,20251111,e797242e-e02b-4db8-8f3f-d356b3658d0a,20251111.4,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628713410766574203812,d5e89e11-92ea-4481-a19e-1389c20b208d,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,14:29:01,0.01,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628713410766574203812,7628713410766574203812,FALSE,,,,20251111,c118d7a6-23cf-4413-b460-08dc0f5915f1,20251111.4,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
cybersource:authorization,7628698275686743703813,1d1b40f7-21a0-4cd2-8f20-46b0749e14ce,salequicktest001,555555xxxxxx4444,,Dec-31,ics_auth - Card Authorization,20251111,14:03:47,200,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628698275686743703813,7628698275686743703813,FALSE,,,,20251111,4f5657d8-b0b3-4810-bab5-ef880d352f20,20251111.4,MC,Mastercard,credit card,555555,4444,831000,Y,1111MCC652381  ,M - Card verification number matched.,,,
cybersource:authorization,7628721174006004403812,e588edd0-29ff-4503-8e20-ade64aca2885,crest_test001,411111xxxxxx1111,,Dec-31,ics_auth - Card Authorization,20251111,14:41:57,0.01,Approved,"{""countryName"":""United States"",""currencyCode"":""840"",""currencyName"":""US Dollar"",""currencyNumber"":""840"",""decimalPlaces"":2}",FALSE,API https://apitest.cybersource.com/tss/v2/transactions/7628721174006004403812,7628721174006004403812,FALSE,,,,20251111,a128e1d7-29ae-4abc-86ad-c52482f7c72d,20251111.4,VI,Visa,credit card,411111,1111,831000,Y,016153570198200,M - Card verification number matched.,,,
